Area u^2;Convex Area u^2;Perimeter u;Convex Perimeter u;Length (Feret) u;Fiber Length u;Width u;Equivalent Diameter (ArEquivD) u;Inscribed Radius (MinR) u;Form Factor (Circ);Roundness;Convexity;Solidity;Compactness;Aspect Ratio;Elongation;Curl;L1;L2;Subtribe;;
610.585;723.765;155.65;141.335;63.584;68.083;12.151;27.882;4.284;0.317;0.192;0.908;0.844;0.439;5.233;5.603;0.934;1.7915;1.41818394;Agrostidinae;;
317.971;388.62;107.076;96.517;42.829;46.202;10.523;20.121;2.684;0.349;0.221;0.901;0.818;0.47;4.07;4.391;0.927;2.5775;1.960320417;Agrostidinae;;
350.873;386.503;97.951;88.824;37.19;41.83;11.55;21.136;4.445;0.46;0.323;0.907;0.908;0.568;3.22;3.622;0.889;1.33;1.299212598;Agrostidinae;;
286.619;340.762;92.244;83.59;36.038;39.517;11.323;19.103;3.873;0.423;0.281;0.906;0.841;0.53;3.183;3.49;0.912;1.7885;1.461786729;Agrostidinae;;
569.824;629.439;125.269;112.345;47.186;52.373;15.399;26.936;6.366;0.456;0.326;0.897;0.905;0.571;3.064;3.401;0.901;1.3335;1.209472196;Agrostidinae;;
280.624;314.19;89.643;79.764;34.862;39.592;10.278;18.902;3.114;0.439;0.294;0.89;0.893;0.542;3.392;3.852;0.881;2.025;1.650289017;Agrostidinae;;
508.582;569.396;158.235;146.099;68.5;73.269;9.068;25.447;3.989;0.255;0.138;0.923;0.893;0.371;7.554;8.08;0.935;0.545;1.136625721;Agrostidinae;;
603.529;693.269;167.137;150.97;69.294;74.036;11.377;27.721;4.661;0.271;0.16;0.903;0.871;0.4;6.091;6.508;0.936;1.0275;1.220446256;Agrostidinae;;
255.266;296.307;84.018;74.503;31.467;35.672;11.476;18.028;3.186;0.454;0.328;0.887;0.861;0.573;2.742;3.108;0.882;2.552;1.801004394;Agrostidinae;;
353.598;411.863;118.437;104.47;46.359;49.956;10.336;21.218;2.657;0.317;0.209;0.882;0.859;0.458;4.485;4.833;0.928;2.511;1.945050809;Agrostidinae;;
283.894;321.585;87.696;75.941;32.047;35.561;11.733;19.012;4.087;0.464;0.352;0.866;0.883;0.593;2.731;3.031;0.901;1.7795;1.435404943;Agrostidinae;;
794.254;909.885;177.22;160.427;71.712;79.004;13.717;31.801;4.848;0.318;0.197;0.905;0.873;0.443;5.228;5.759;0.908;2.0105;1.414707096;Agrostidinae;;
552.355;632.42;140.896;126.635;56.551;60.425;12.475;26.519;4.254;0.35;0.22;0.899;0.873;0.469;4.533;4.844;0.936;1.9835;1.466267043;Agrostidinae;;
743.31;923.32;203.761;181.295;85.48;90.058;12.044;30.764;3.188;0.225;0.13;0.89;0.805;0.36;7.097;7.477;0.949;2.834;1.888958595;Agrostidinae;;
276.636;304.75;80.832;74.038;31.341;33.872;11.667;18.768;5.071;0.532;0.359;0.916;0.908;0.599;2.686;2.903;0.925;0.7625;1.15036482;Agrostidinae;;
205.211;223.601;67.016;61.817;25.541;26.287;10.06;16.164;4.083;0.574;0.401;0.922;0.918;0.633;2.539;2.613;0.972;0.947;1.231937301;Agrostidinae;;
448.286;494.154;111.563;102.012;44.024;45.797;12.746;23.891;5.069;0.453;0.294;0.914;0.907;0.543;3.454;3.593;0.961;1.304;1.257249951;Agrostidinae;;
270.068;301.693;81.475;75.461;32.208;35.706;10.893;18.543;3.986;0.511;0.331;0.926;0.895;0.576;2.957;3.278;0.902;1.4605;1.366407426;Agrostidinae;;
318.201;355.783;98.447;89.463;39.568;42.204;10.271;20.128;3.321;0.413;0.259;0.909;0.894;0.509;3.852;4.109;0.938;1.8145;1.546371575;Agrostidinae;;
263.155;295.307;80.904;72.781;30.499;34.475;10.823;18.305;3.772;0.505;0.36;0.9;0.891;0.6;2.818;3.185;0.885;1.6395;1.434650053;Agrostidinae;;
241.096;266.229;87.309;81.91;37.077;39.304;7.946;17.521;2.617;0.397;0.223;0.938;0.906;0.473;4.666;4.946;0.943;1.356;1.518150554;Agrostidinae;;
500.98;602.313;166.366;151.227;71.81;77.993;9.507;25.256;3.178;0.227;0.124;0.909;0.832;0.352;7.554;8.204;0.921;1.5755;1.495752045;Agrostidinae;;
313.783;359.178;99.553;91.121;40.162;41.183;10.026;19.988;3.112;0.398;0.248;0.915;0.874;0.498;4.006;4.108;0.975;1.901;1.610861183;Agrostidinae;;
449.95;552.761;164.505;148.55;70.615;75.034;8.95;23.935;2.577;0.209;0.115;0.903;0.814;0.339;7.89;8.384;0.941;1.898;1.736515328;Agrostidinae;;
317.455;344.147;85.085;76.035;30.418;33.429;12.659;20.105;4.843;0.551;0.437;0.894;0.922;0.661;2.403;2.641;0.91;1.4865;1.306937848;Agrostidinae;;
332.084;375.125;95.131;85.262;36.936;39.161;11.696;20.563;3.701;0.461;0.31;0.896;0.885;0.557;3.158;3.348;0.943;2.147;1.580113483;Agrostidinae;;
304.604;334.396;92.812;85.361;37.573;39.296;10.049;19.694;3.555;0.444;0.275;0.92;0.911;0.524;3.739;3.911;0.956;1.4695;1.413361463;Agrostidinae;;
269.322;304.931;89.513;80.425;35.997;38.774;10.245;18.518;3.341;0.422;0.265;0.898;0.883;0.514;3.514;3.785;0.928;1.7815;1.533223586;Agrostidinae;;
409.103;486.836;114.334;102.794;43.264;48.827;12.146;22.823;4.023;0.393;0.278;0.899;0.84;0.528;3.562;4.02;0.886;2.05;1.509569973;Agrostidinae;;
286.418;355.76;112.656;105.765;47.823;51.452;8.339;19.097;2.184;0.284;0.159;0.939;0.805;0.399;5.735;6.17;0.929;1.9855;1.909111722;Agrostidinae;;
263.384;288.999;81.219;74.549;32.896;35.747;10.881;18.313;3.679;0.502;0.31;0.918;0.911;0.557;3.023;3.285;0.92;1.7615;1.478798587;Agrostidinae;;
332.285;382.333;129.495;119.835;57.29;60.12;7.555;20.569;3.025;0.249;0.129;0.925;0.869;0.359;7.583;7.957;0.953;0.7525;1.248760331;Agrostidinae;;
537.554;601.945;133.675;123.819;55.503;61.113;12.681;26.162;4.865;0.378;0.222;0.926;0.893;0.471;4.377;4.819;0.908;1.4755;1.303288798;Agrostidinae;;
506.431;590.89;132.166;122.023;54.597;59.572;11.857;25.393;4.26;0.364;0.216;0.923;0.857;0.465;4.604;5.024;0.916;1.6685;1.391666667;Agrostidinae;;
596.673;691.697;177.371;160.951;75.397;79.095;10.608;27.563;3.719;0.238;0.134;0.907;0.863;0.366;7.107;7.456;0.953;1.585;1.426189836;Agrostidinae;;
455.486;528.982;132.683;118.612;53.096;58.691;11.213;24.082;3.91;0.325;0.206;0.894;0.861;0.454;4.735;5.234;0.905;1.6965;1.433887468;Agrostidinae;;
768.438;936.157;208.233;180.415;84.058;93.117;12.586;31.279;4.107;0.223;0.138;0.866;0.821;0.372;6.679;7.398;0.903;2.186;1.532261992;Agrostidinae;;
329.101;373.407;97.567;89.05;38.194;41.39;10.935;20.47;3.884;0.434;0.287;0.913;0.881;0.536;3.493;3.785;0.923;1.5835;1.407698249;Agrostidinae;;
393.785;445.105;112.403;100.061;43.332;50.075;11.454;22.392;3.655;0.392;0.267;0.89;0.885;0.517;3.783;4.372;0.865;2.072;1.566894665;Agrostidinae;;
636.086;720.038;152.908;139.444;62.35;69.572;13.359;28.459;4.483;0.342;0.208;0.912;0.883;0.456;4.667;5.208;0.896;2.1965;1.489962079;Agrostidinae;;
376.66;425.913;106.556;97.334;42.607;45.133;11.011;21.899;3.527;0.417;0.264;0.913;0.884;0.514;3.87;4.099;0.944;1.9785;1.560958322;Agrostidinae;;
618.703;724.68;163.274;147.677;67.859;72.055;12.192;28.067;4.596;0.292;0.171;0.904;0.854;0.414;5.566;5.91;0.942;1.5;1.326370757;Agrostidinae;;
540.049;609.808;143.513;128.66;58.661;61.611;11.561;26.222;3.899;0.33;0.2;0.897;0.886;0.447;5.074;5.329;0.952;1.8815;1.482559631;Agrostidinae;;
296.372;333.172;81.995;74.435;30.143;31.77;12.725;19.426;5.2;0.554;0.415;0.908;0.89;0.644;2.369;2.497;0.949;1.1625;1.223557692;Agrostidinae;;
842.932;1041.517;208.229;192.429;90.788;97.836;13.36;32.761;4.124;0.244;0.13;0.924;0.809;0.361;6.795;7.323;0.928;2.556;1.619786615;Agrostidinae;;
322.676;381.14;112.497;102.602;46.629;50.237;9.172;20.269;3.172;0.32;0.189;0.912;0.847;0.435;5.084;5.477;0.928;1.414;1.445775536;Agrostidinae;;
581.068;751.225;176.758;154.214;71.429;77.872;11.696;27.2;2.705;0.234;0.145;0.872;0.773;0.381;6.107;6.658;0.917;3.143;2.161922366;Agrostidinae;;
873.08;1058.488;222.691;203.765;94.186;101.891;12.194;33.341;3.662;0.221;0.125;0.915;0.825;0.354;7.724;8.356;0.924;2.435;1.664937193;Agrostidinae;;
290.778;332.626;99.829;91.248;41.65;44.719;9.612;19.241;3.588;0.367;0.213;0.914;0.874;0.462;4.333;4.652;0.931;1.218;1.339464883;Agrostidinae;;
259.282;316.434;93.534;83.826;36.854;39.429;10.231;18.169;3.017;0.372;0.243;0.896;0.819;0.493;3.602;3.854;0.935;2.0985;1.695558502;Agrostidinae;;
245.313;281.793;89.883;80.817;36.408;38.396;9.525;17.673;3.061;0.382;0.236;0.899;0.871;0.485;3.822;4.031;0.948;1.7015;1.555864097;Agrostidinae;;
420.175;477.126;127.716;117.281;52.52;57.302;9.658;23.13;3.923;0.324;0.194;0.918;0.881;0.44;5.438;5.933;0.917;0.906;1.230945705;Agrostidinae;;
331.855;364.297;90.916;81.763;34.546;37.583;12.328;20.556;4.679;0.505;0.354;0.899;0.911;0.595;2.802;3.049;0.919;1.485;1.317375508;Agrostidinae;;
339.944;376.069;110.789;102.477;47.084;50.474;9.36;20.805;3.876;0.348;0.195;0.925;0.904;0.442;5.03;5.393;0.933;0.804;1.207430341;Agrostidinae;;
358.818;403.166;144.326;132.539;63.125;67.525;7.097;21.374;2.351;0.216;0.115;0.918;0.89;0.339;8.895;9.515;0.935;1.1975;1.50935772;Agrostidinae;;
283.463;320.546;81.763;72.745;29.389;33.453;12.552;18.998;4.751;0.533;0.418;0.89;0.884;0.646;2.341;2.665;0.879;1.525;1.320985056;Agrostidinae;;
397.945;433.512;99.292;91.597;39.355;41.07;12.497;22.51;4.685;0.507;0.327;0.923;0.918;0.572;3.149;3.286;0.958;1.5635;1.333724653;Agrostidinae;;
312.923;342.093;104.838;96.003;43.075;47.528;8.671;19.961;2.719;0.358;0.215;0.916;0.915;0.463;4.968;5.481;0.906;1.6165;1.594520044;Agrostidinae;;
404.054;444.458;116.108;107.436;47.612;49.798;10.162;22.682;3.903;0.377;0.227;0.925;0.909;0.476;4.685;4.9;0.956;1.178;1.301819114;Agrostidinae;;
246.976;290.16;79.334;70.825;28.539;31.789;12.584;17.733;3.684;0.493;0.386;0.893;0.851;0.621;2.268;2.526;0.898;2.608;1.707926167;Agrostidinae;;
408.931;483.841;111.326;98.959;42.047;45.517;12.703;22.818;4.094;0.415;0.295;0.889;0.845;0.543;3.31;3.583;0.924;2.2575;1.551416707;Agrostidinae;;
354.946;401.635;112.284;101.686;46.019;47.975;9.829;21.259;3.227;0.354;0.213;0.906;0.884;0.462;4.682;4.881;0.959;1.6875;1.522931515;Agrostidinae;;
931.224;1100.758;274.668;251.465;120.769;130.008;9.981;34.434;4.527;0.155;0.081;0.916;0.846;0.285;12.099;13.025;0.929;0.4635;1.102385686;Agrostidinae;;
390.945;455.912;110.303;99.49;42.702;47.041;12.005;22.311;4.859;0.404;0.273;0.902;0.858;0.522;3.557;3.918;0.908;1.1435;1.235336489;Agrostidinae;;
394.129;433.813;104.126;95.117;40.177;45.164;12.088;22.401;4.205;0.457;0.311;0.913;0.909;0.558;3.324;3.736;0.89;1.839;1.437336504;Agrostidinae;;
557.576;632.024;129.09;115.791;49.794;55.379;14.269;26.644;5.551;0.42;0.286;0.897;0.882;0.535;3.49;3.881;0.899;1.5835;1.285263916;Agrostidinae;;
880.595;1063.651;212.283;187.031;85.635;96.05;13.224;33.484;4.69;0.246;0.153;0.881;0.828;0.391;6.476;7.263;0.892;1.922;1.409808102;Agrostidinae;;
436.526;512.147;122.265;109.482;49.553;52.918;11.816;23.575;3.451;0.367;0.226;0.895;0.852;0.476;4.194;4.478;0.936;2.457;1.711967546;Agrostidinae;;
376.23;399.362;89.663;83.46;35.314;37.388;13.18;21.887;6.034;0.588;0.384;0.931;0.942;0.62;2.679;2.837;0.945;0.556;1.092144514;Agrostidinae;;
229.909;245.062;69.134;62.621;25.619;28.453;11.675;17.109;5.19;0.604;0.446;0.906;0.938;0.668;2.194;2.437;0.9;0.6475;1.124759152;Agrostidinae;;
413.836;458.465;121.742;110.727;49.357;54.483;10.208;22.955;3.765;0.351;0.216;0.91;0.903;0.465;4.835;5.337;0.906;1.339;1.35564409;Agrostidinae;;
239.891;283.337;95.375;87.726;39.725;41.784;8.149;17.477;2.94;0.331;0.194;0.92;0.847;0.44;4.875;5.128;0.951;1.1345;1.385884354;Agrostidinae;;
741.417;927.828;193.86;174.905;80.53;86.039;12.485;30.725;3.37;0.248;0.146;0.902;0.799;0.382;6.45;6.892;0.936;2.8725;1.852373887;Agrostidinae;;
673.892;787.424;181.412;165.228;77.487;81.665;11.559;29.292;3.747;0.257;0.143;0.911;0.856;0.378;6.704;7.065;0.949;2.0325;1.542433947;Agrostidinae;;
236.765;252.326;69.281;63.28;26.346;27.441;11.714;17.363;5.255;0.62;0.434;0.913;0.938;0.659;2.249;2.343;0.96;0.602;1.114557564;Agrostidinae;;
459.129;532.245;124.817;111.066;50.387;53.752;12.362;24.178;3.615;0.37;0.23;0.89;0.863;0.48;4.076;4.348;0.937;2.566;1.709820194;Agrostidinae;;
847.837;975.432;209.039;186.252;85.85;94.669;12.539;32.856;4.64;0.244;0.146;0.891;0.869;0.383;6.847;7.55;0.907;1.6295;1.351185345;Agrostidinae;;
342.009;387.641;94.7;85.507;35.814;40.901;12.162;20.868;4.469;0.479;0.34;0.903;0.882;0.583;2.945;3.363;0.876;1.612;1.360707093;Agrostidinae;;
543.491;615.574;141.775;127.817;57.799;62.467;11.626;26.306;4.029;0.34;0.207;0.902;0.883;0.455;4.971;5.373;0.925;1.784;1.442789774;Agrostidinae;;
342.64;390.893;111.209;102.25;45.8;49.074;9.583;20.887;3.313;0.348;0.208;0.919;0.877;0.456;4.779;5.121;0.933;1.4785;1.446272261;Agrostidinae;;
464.063;514.894;134.298;123.473;56.287;61.176;10.051;24.308;2.884;0.323;0.186;0.919;0.901;0.432;5.6;6.087;0.92;2.1415;1.742545076;Agrostidinae;;
196.376;217.784;66.01;59.851;23.503;25.322;10.468;15.812;4.087;0.566;0.453;0.907;0.902;0.673;2.245;2.419;0.928;1.147;1.280645951;Agrostidinae;;
550.433;604.938;121.988;112.073;48.374;51.855;14.462;26.473;4.924;0.465;0.299;0.919;0.91;0.547;3.345;3.586;0.933;2.307;1.468521527;Agrostidinae;;
276.235;303.376;92.781;83.134;36.767;39.115;9.525;18.754;3.466;0.403;0.26;0.896;0.911;0.51;3.86;4.107;0.94;1.2965;1.37406232;Agrostidinae;;
433.915;500.961;128.175;116.378;52.755;54.812;10.556;23.505;3.427;0.332;0.199;0.908;0.866;0.446;4.997;5.192;0.962;1.851;1.540122556;Agrostidinae;;
436.985;489.03;112.229;99.925;42.521;48.703;13.107;23.588;4.392;0.436;0.308;0.89;0.894;0.555;3.244;3.716;0.873;2.1615;1.492144809;Agrostidinae;;
742.966;895.56;181.801;161.383;72.821;82.148;13.262;30.757;3.958;0.282;0.178;0.888;0.83;0.422;5.491;6.194;0.886;2.673;1.675341081;Agrostidinae;;
840.006;1009.176;203.2;184.719;84.84;92.345;12.608;32.704;4.548;0.256;0.149;0.909;0.832;0.385;6.729;7.325;0.919;1.756;1.386103782;Agrostidinae;;
444.758;511.4;134.963;123.541;57.008;59.842;10.19;23.797;4.123;0.307;0.174;0.915;0.87;0.417;5.595;5.873;0.953;0.972;1.235750667;Agrostidinae;;
338.682;395.678;107.463;99.463;44.046;48.125;10.361;20.766;3.275;0.369;0.222;0.926;0.856;0.471;4.251;4.645;0.915;1.9055;1.581832061;Agrostidinae;;
308.878;350.62;93.178;84.806;36.992;37.743;10.608;19.831;3.503;0.447;0.287;0.91;0.881;0.536;3.487;3.558;0.98;1.801;1.514130745;Agrostidinae;;
421.982;508.41;136.113;124.344;56.932;59.835;9.604;23.179;3.764;0.286;0.166;0.914;0.83;0.407;5.928;6.23;0.951;1.038;1.275770457;Agrostidinae;;
547.909;594.583;132.768;122.009;54.722;59.478;12.749;26.412;4.131;0.391;0.233;0.919;0.922;0.483;4.292;4.665;0.92;2.2435;1.54308884;Agrostidinae;;
436.382;475.862;115.87;101.129;44.142;49.376;12.202;23.572;4.63;0.408;0.285;0.873;0.917;0.534;3.617;4.046;0.894;1.471;1.317710583;Agrostidinae;;
302.338;343.471;87.7;79.349;32.502;36.596;11.815;19.62;5.127;0.494;0.364;0.905;0.88;0.604;2.751;3.097;0.888;0.7805;1.152233275;Agrostidinae;;
381.221;432.38;108.12;98.899;43.367;48.214;11.076;22.031;4.015;0.41;0.258;0.915;0.882;0.508;3.915;4.353;0.899;1.523;1.379327522;Agrostidinae;;
279.849;320.692;89.667;82.229;35.172;38.74;10.329;18.876;3.495;0.437;0.288;0.917;0.873;0.537;3.405;3.751;0.908;1.6695;1.477682403;Agrostidinae;;
384.004;424.823;100.664;87.58;36.509;41.21;13.146;22.112;5.214;0.476;0.367;0.87;0.904;0.606;2.777;3.135;0.886;1.359;1.260644419;Agrostidinae;;
383.717;414.682;98.748;87.068;36.112;39.488;13;22.103;4.643;0.495;0.375;0.882;0.925;0.612;2.778;3.037;0.915;1.857;1.399956924;Agrostidinae;;
1087.929;1391.679;269.107;235.749;110.133;123.649;13.418;37.218;3.652;0.189;0.114;0.876;0.782;0.338;8.208;9.215;0.891;3.057;1.837075575;Agrostidinae;;
487.871;538.79;125.447;116.71;52.74;55.374;11.279;24.923;4.328;0.39;0.223;0.93;0.905;0.473;4.676;4.91;0.952;1.3115;1.303026802;Agrostidinae;;
378.249;419.282;90.691;81.323;30.482;36.731;16.11;21.945;6.312;0.578;0.518;0.897;0.902;0.72;1.892;2.28;0.83;1.743;1.276140684;Agrostidinae;;
438.066;468.543;97.332;87.102;35.287;38.133;15.365;23.617;5.977;0.581;0.448;0.895;0.935;0.669;2.297;2.482;0.925;1.7055;1.285343818;Agrostidinae;;
345.814;379.927;90.441;81.467;33.921;37.617;12.838;20.983;5.19;0.531;0.383;0.901;0.91;0.619;2.642;2.93;0.902;1.229;1.236801541;Agrostidinae;;
334.132;411.697;106.265;88.977;37.009;41.187;13.028;20.626;3.895;0.372;0.311;0.837;0.812;0.557;2.841;3.161;0.899;2.619;1.672400513;Agrostidinae;;
